package_name	version	family	file	line	matched_text	context
yatag	1.3.0	NAN_NEWBUFFER	package/test/node-gdal-async/src/geometry/gdal_geometry.cpp	1195	Nan::NewBuffer(	"    if (err) {
      free(data);
      throw getOGRErrMsg(err);
    }
    return data;
  };

  Nan::AdjustExternalMemory(size);

  job.rval = [size](unsigned char *data, const GetFromPersistentFunc &) {
    Nan::EscapableHandleScope scope;
    int *hint = new int{static_cast<int>(size)};
    Local<Value> result = Nan::NewBuffer(
                            reinterpret_cast<char *>(data),
                            size,
                            [](char *data, void *hint) {
                              int *size = reinterpret_cast<int *>(hint);
                              Nan::AdjustExternalMemory(-(*size));
                              delete size;
                              free(data);
                            },
                            hint)
                            .ToLocalChecked();
    return scope.Escape(result);
  };"
yatag	1.3.0	NAN_COPYBUFFER	package/test/node-gdal-async/src/collections/feature_fields.cpp	584	Nan::CopyBuffer(	"  Nan::EscapableHandleScope scope;

  int count_of_bytes = 0;

  char *data = (char *)feature->GetFieldAsBinary(field_index, &count_of_bytes);

  if (count_of_bytes > 0) {
    // GDAL Feature->GetFieldAsBinary returns a pointer to an internal buffer
    // that should not be freed
    // The lifetime of this internal buffer does not match the lifetime of
    // the returned buffer
    // So we copy
    return scope.Escape(Nan::CopyBuffer(data, count_of_bytes).ToLocalChecked());
  }

  return scope.Escape(Nan::Undefined());
}

Local<Value> FeatureFields::getFieldAsDateTime(OGRFeature *feature, int field_index) {
  Nan::EscapableHandleScope scope;

  int year, month, day, hour, minute, second, timezone;

  year = month = day = hour = minute = second = timezone = 0;
"
eccrypto	1.1.6	NAN_NEWBUFFER	package/ecdh.cc	123	Nan::NewBuffer(	"      !(pubkey_b_len == PUBKEY_SIZE || pubkey_b_len == COMPRESSED_PUBKEY_SIZE) ||
      !(pubkey_b[0] == 4 || pubkey_b[0] == 3 || pubkey_b[0] == 2) ) {
    return Nan::ThrowError(""Bad input"");
  }

  uint8_t* shared = (uint8_t *)malloc(PRIVKEY_SIZE);
  if (shared == NULL ||
      derive((uint8_t *)privkey_a, (uint8_t *)pubkey_b, shared)) {
    free(shared);
    return Nan::ThrowError(""Internal error"");
  }
  info.GetReturnValue().Set(
    Nan::NewBuffer((char *)shared, PRIVKEY_SIZE).ToLocalChecked());
}

NAN_MODULE_INIT(InitAll) {
  Nan::Set(target, Nan::New<String>(""derive"").ToLocalChecked(),
    Nan::GetFunction(Nan::New<FunctionTemplate>(Derive)).ToLocalChecked());
}

NODE_MODULE(ecdh, InitAll)
"
libsamplerate	2.1.1	NAPI_BUFFER_NEW	package/src/node-libsamplerate.cc	144	Napi::Buffer<char>::New(	"    int *dataOut = new int[lengthOut];
    int frameDiff = data.input_frames - data.input_frames_used;
    if (frameDiff != 0)
        std::cout << ""outframes differs from inframes by "" << frameDiff << std::endl;

    if (toDepth == 16)
        src_float_to_short_array(dataOutFloat.get(), (short *)dataOut, lengthOut);
    if (toDepth == 24)
        float_to_s24_array(dataOutFloat.get(), (int *)dataOut, lengthOut);
    if (toDepth == 32)
        src_float_to_int_array(dataOutFloat.get(), (int *)dataOut, lengthOut);

    return Napi::Buffer<char>::New(env, (char *)dataOut, lengthOut, [](Napi::Env env, char *finalizeData) {
        delete[] finalizeData;
    });
}

void SampleRateStream::SetRatio(const Napi::CallbackInfo &info)
{
    double ratio = info[0].As<Napi::Number>().DoubleValue();
    data.src_ratio = ratio;
}

void SampleRateStream::Reset(const Napi::CallbackInfo &info)
{"
@makeomatic/ffi-napi	4.2.0	BARE_BUFFER_NEW	package/test/ffi_tests.cc	261	Buffer<char>::New(	"
/*
 * Converts an arbitrary pointer to a node Buffer (with 0-length)
 */
template<typename T>
inline Value WrapPointer(Env env, T* ptr, size_t length = 0) {
  if (ptr == nullptr) {
    length = 0;
  } else if (length == 0) {
    length = 1;
  }

  return Buffer<char>::New(env,
                           reinterpret_cast<char*>(ptr),
                           length,
                           [](Env,char*){});
}


Object Initialize(Env env, Object exports) {
#if WIN32
  // initialize ""floating point support"" on Windows?!?!
  // (this is some serious magic...)
  // http://support.microsoft.com/kb/37507
  float x = 2.3f;"
@gjsify/node-gi	0.44.0	NAPI_BUFFER_NEW	package/src/marshal.cc	1159	Napi::Buffer<uint8_t>::New(	"          }
        }
      }
    } else {
      size_t fixed = 0;
      length = gi_type_info_get_array_fixed_size(type, &fixed) ? static_cast<long>(fixed) : 0;
    }
  }

  // Byte arrays → a Node Buffer (a Uint8Array subclass).
  if (isByte) {
    Napi::Value buf = (data == nullptr || length <= 0)
                          ? static_cast<Napi::Value>(Napi::Buffer<uint8_t>::New(env, 0))
                          : static_cast<Napi::Value>(Napi::Buffer<uint8_t>::Copy(
                                env, static_cast<const uint8_t*>(data), static_cast<size_t>(length)));
    FreeReadArrayContainer(container, at, transfer);
    if (elem != nullptr) gi_base_info_unref(elem);
    return buf;
  }

  Napi::Array out = Napi::Array::New(env, (data != nullptr && length > 0) ? length : 0);
  for (long i = 0; data != nullptr && i < length && !env.IsExceptionPending(); i++) {
    if (at == GI_ARRAY_TYPE_PTR_ARRAY) {
      GIArgument a;
      memset(&a, 0, sizeof(a));"
naudiodon	2.3.6	RAW_NAPI_BUFFER	package/src/AudioIO.cc	182	napi_create_buffer_copy(	"  }
  REJECT_STATUS;

  c->status = napi_create_object(env, &result);
  REJECT_STATUS;
  if (c->mPaContext->getErrStr(errStr, /*isInput*/true)) {
    c->status = napi_create_string_utf8(env, errStr.c_str(), NAPI_AUTO_LENGTH, &err);
    REJECT_STATUS;
    c->status = napi_set_named_property(env, result, ""err"", err);
    REJECT_STATUS;
  } else {
    if (c->mChunk && c->mChunk->numBytes()) {
      c->status = napi_create_buffer_copy(env, c->mChunk->numBytes(), c->mChunk->buf(), &bufferData, &buffer);
      REJECT_STATUS;
      c->status = napi_create_uint32(env, c->mChunk->ts(), &ts);
      REJECT_STATUS;
      c->status = napi_set_named_property(env, buffer, ""timestamp"", ts);
      REJECT_STATUS;
    } else {
      c->status = napi_create_buffer_copy(env, 0, nullptr, &bufferData, &buffer);
      REJECT_STATUS;
    }
    c->status = napi_set_named_property(env, result, ""buf"", buffer);
    REJECT_STATUS;
    c->status = napi_create_uint32(env, c->mFinished, &finInt);"
naudiodon	2.3.6	RAW_NAPI_BUFFER	package/src/AudioIO.cc	189	napi_create_buffer_copy(	"    REJECT_STATUS;
    c->status = napi_set_named_property(env, result, ""err"", err);
    REJECT_STATUS;
  } else {
    if (c->mChunk && c->mChunk->numBytes()) {
      c->status = napi_create_buffer_copy(env, c->mChunk->numBytes(), c->mChunk->buf(), &bufferData, &buffer);
      REJECT_STATUS;
      c->status = napi_create_uint32(env, c->mChunk->ts(), &ts);
      REJECT_STATUS;
      c->status = napi_set_named_property(env, buffer, ""timestamp"", ts);
      REJECT_STATUS;
    } else {
      c->status = napi_create_buffer_copy(env, 0, nullptr, &bufferData, &buffer);
      REJECT_STATUS;
    }
    c->status = napi_set_named_property(env, result, ""buf"", buffer);
    REJECT_STATUS;
    c->status = napi_create_uint32(env, c->mFinished, &finInt);
    REJECT_STATUS;
    c->status = napi_coerce_to_bool(env, finInt, &finished);
    REJECT_STATUS;
    c->status = napi_set_named_property(env, result, ""finished"", finished);
    REJECT_STATUS;
  }
"
napi-snap7	1.2.3	NAPI_BUFFER_NEW	package/src/snap7_client.cpp	151	Napi::Buffer<uint8_t>::New(	"    int Start = info[2].As<Napi::Number>().Int32Value();
    int Amount = info[3].As<Napi::Number>().Int32Value();
    int WordLen = info[4].As<Napi::Number>().Int32Value();

    int WordSize = GetWordSize(WordLen);
    int size = Amount * WordSize;
    uint8_t *pBuffer = new uint8_t[size];

    int res = Client->ReadArea(Area, DBNumber, Start, Amount, WordLen, pBuffer);

    if (res == 0)
    {
        return Napi::Buffer<uint8_t>::New(env, pBuffer, size);
    }
    else
    {
        TextString err = CliErrorText(res);
        Napi::TypeError::New(env, err).ThrowAsJavaScriptException();
        return env.Null();
    }
}
//---------------------------------------------------------------------------
Napi::Value S7Client::ReadArea(const Napi::CallbackInfo &info)
{
    ParametersCheck(info, 5);"
napi-snap7	1.2.3	NAPI_BUFFER_NEW	package/src/snap7_client.cpp	260	Napi::Buffer<uint8_t>::New(	"    Napi::Env env = info.Env();

    int DBNumber = info[0].As<Napi::Number>().Int32Value();
    int Start = info[1].As<Napi::Number>().Int32Value();
    int WordSize = info[2].As<Napi::Number>().Int32Value();

    uint8_t *pBuffer = new uint8_t[WordSize];

    int res = Client->DBRead(DBNumber, Start, WordSize, pBuffer);

    if (res == 0)
    {
        return Napi::Buffer<uint8_t>::New(env, pBuffer, WordSize);
    }
    else
    {
        TextString err = CliErrorText(res);
        Napi::TypeError::New(env, err).ThrowAsJavaScriptException();
        return env.Null();
    }
}
//---------------------------------------------------------------------------
Napi::Value S7Client::DBRead(const Napi::CallbackInfo &info)
{
    ParametersCheck(info, 3);"
napi-snap7	1.2.3	BARE_BUFFER_NEW	package/src/promise.h	41	Buffer<uint8_t>::New(	"        res = Client->ReadArea(Area, DBNumber, Start, Amount, WordLen, dataPtr);

        Client->mutex.unlock();

        if (res != 0)
        {
            AsyncWorker::SetError(""Eroor"");
        }
    }

    void OnOK()
    {
        deferred.Resolve(Buffer<uint8_t>::New(Env(), dataPtr, dataLength));
    }

    void OnError(Error const &error)
    {
        // deferred.Reject(error.Value());
        deferred.Reject(Number::New(Env(), res));
    }

    Promise GetPromise() { return deferred.Promise(); }

private:
    TS7Client *Client;"
napi-snap7	1.2.3	BARE_BUFFER_NEW	package/src/promise.h	155	Buffer<uint8_t>::New(	"        res = Client->DBRead(DBNumber, Start, WordSize, dataPtr);

        Client->mutex.unlock();

        if (res != 0)
        {
            AsyncWorker::SetError(""Eroor"");
        }
    }

    void OnOK()
    {
        deferred.Resolve(Buffer<uint8_t>::New(Env(), dataPtr, dataLength));
    }

    void OnError(Error const &error)
    {
        // deferred.Reject(error.Value());
        deferred.Reject(Number::New(Env(), res));
    }

    Promise GetPromise() { return deferred.Promise(); }

private:
    TS7Client *Client;"
napi-snap7	1.2.3	BARE_BUFFER_NEW	package/src/callback.h	38	Buffer<uint8_t>::New(	"        Client->mutex.lock();

        res = Client->ReadArea(Area, DBNumber, Start, Amount, WordLen, dataPtr);

        Client->mutex.unlock();
    }

    void OnOK()
    {
        // HandleScope scope(Env());
        if (res == 0)
        {
            Callback().Call({Env().Undefined(), Buffer<uint8_t>::New(Env(), dataPtr, dataLength)});
        }
        else
        {
            Callback().Call({Number::New(Env(), res)});
        }
    }

private:
    TS7Client *Client;
    int Area;
    int DBNumber;
    int Start;"
napi-snap7	1.2.3	BARE_BUFFER_NEW	package/src/callback.h	129	Buffer<uint8_t>::New(	"        Client->mutex.lock();

        res = Client->DBRead(DBNumber, Start, WordSize, dataPtr);

        Client->mutex.unlock();
    }

    void OnOK()
    {
        // HandleScope scope(Env());
        if (res == 0)
        {
            Callback().Call({Env().Undefined(), Buffer<uint8_t>::New(Env(), dataPtr, dataLength)});
        }
        else
        {
            Callback().Call({Number::New(Env(), res)});
        }
    }

private:
    TS7Client *Client;
    int DBNumber;
    int Start;
    int WordSize;"
win-export-certificate-and-key	3.0.2	BARE_BUFFER_NEW	package/src/binding.cc	16	Buffer<BYTE>::Copy(	"#define PACKAGE ""win-export-certificate-and-key""

namespace {
using namespace Napi;
using namespace WinExportCertificateAndKey;

Array BufferListToArray(Env env, const std::vector<std::vector<BYTE>>& vec) {
  Array ret = Array::New(env);
  if (vec.size() > static_cast<uint32_t>(-1)) {
    throw std::runtime_error(""result length exceeds uint32 max"");
  }
  for (uint32_t i = 0; i < vec.size(); i++) {
    ret[i] = Buffer<BYTE>::Copy(env, vec[i].data(), vec[i].size());
  }
  return ret;
}

// Convert UTF-8 to a Windows UTF-16 wstring.
std::wstring MultiByteToWideChar(Value value) {
  static_assert(sizeof(std::wstring::value_type) == sizeof(std::u16string::value_type),
      ""wstring and u16string have the same value type on Windows"");
  std::u16string u16 = value.ToString();
  return std::wstring(u16.begin(), u16.end());
}
"
win-export-certificate-and-key	3.0.2	BARE_BUFFER_NEW	package/src/binding.cc	68	Buffer<BYTE>::Copy(	"  } else {
    throw Error::New(args.Env(), ""Need to specify either `thumbprint` or `subject`"");
  }
  return exp_args;
}

// Export a given certificate from a system certificate store,
// identified either by its thumbprint or its subject line.
Value ExportCertificateAndKeySync(const CallbackInfo& args) {
  ExportCertificateAndKeyArgs exp_args = GatherExportCertificateAndKeyArgs(args);
  try {
    auto result = ExportCertificateAndKey(exp_args);
    return Buffer<BYTE>::Copy(args.Env(), result.data(), result.size());
  } catch (const std::exception& e) {
    throw Error::New(args.Env(), e.what());
  }
}

Value ExportAllCertificatesAsync(const CallbackInfo& args) {  
  class Worker final : public AsyncWorker {
    public:
      Worker(Function callback, std::wstring&& sys_store_name, DWORD store_type)
        : AsyncWorker(callback, PACKAGE "":ExportAllCertificates""),
          sys_store_name(std::move(sys_store_name)), store_type(store_type) {}
      ~Worker() {}"
